14,14,56
13,1,44,1
13,6,44,1
13,8,44,1
13,10,44,1
13,11,44,1
13,14,44,1
13,1,45,1
13,2,45,1
13,3,45,1
13,4,45,1
13,5,45,1
13,6,45,1
13,7,45,1
13,8,45,1
13,9,45,1
13,10,45,1
13,11,45,1
13,12,45,1
13,14,45,1
13,2,47,1
13,3,47,1
13,5,47,1
13,1,48,1
13,3,48,1
13,4,48,1
13,5,48,1
13,6,48,1
13,8,48,1
13,10,48,1
13,11,48,1
13,12,48,1
13,14,48,1
13,1,51,1
13,3,51,1
13,4,51,1
13,5,51,1
13,9,51,1
13,10,51,1
13,11,51,1
13,12,51,1
13,14,51,1
13,3,52,1
13,4,52,1
13,11,52,1
13,12,52,1
13,3,53,1
13,4,53,1
13,11,53,1
13,12,53,1
13,10,54,1
13,14,54,1
13,2,55,1
13,5,55,1
13,6,55,1
13,7,55,1
13,8,55,1
13,9,55,1
13,1,56,1
13,10,56,1
13,14,56,1
14,1,1,1
14,5,1,1
14,6,1,1
14,8,1,1
14,9,1,1
14,1,2,1
14,5,2,1
14,6,2,1
14,8,2,1
14,9,2,1
14,1,3,1
14,4,3,1
14,5,3,1
14,6,3,1
14,8,3,1
14,10,3,1
14,11,3,1
14,12,3,1
14,13,3,1
14,1,5,1
14,2,5,1
14,5,5,1
14,6,5,1
14,7,5,1
14,12,5,1
14,1,6,1
14,2,6,1
14,4,6,1
14,6,6,1
14,7,6,1
14,10,6,1
14,11,6,1
14,12,6,1
14,13,6,1
14,1,7,1
14,3,7,1
14,6,7,1
14,10,7,1
14,13,7,1
14,1,8,1
14,6,8,1
14,10,8,1
14,13,8,1
14,4,9,1
14,10,9,1
14,12,9,1
14,12,10,1
14,3,12,1
14,3,13,1
14,3,14,1
14,3,15,1
14,4,15,1
14,5,15,1
14,6,15,1
14,7,15,1
14,11,15,1
14,12,15,1
14,5,18,1
14,7,18,1
14,12,18,1
14,1,20,1
14,3,20,1
14,4,20,1
14,7,20,1
14,12,20,1
14,3,21,1
14,4,21,1
14,12,21,1
14,7,22,1
14,11,22,1
14,12,22,1
14,4,25,1
14,12,25,1
14,2,26,1
14,4,26,1
14,5,26,1
14,6,26,1
14,8,26,1
14,9,26,1
14,11,26,1
14,12,26,1
14,13,26,1
14,8,27,1
14,13,27,1
14,1,28,1
14,5,28,1
14,6,28,1
14,8,28,1
14,9,28,1
14,10,28,1
14,12,28,1
14,13,28,1
14,1,29,1
14,5,29,1
14,6,29,1
14,8,29,1
14,9,29,1
14,10,29,1
14,12,29,1
14,13,29,1
14,10,30,1
14,13,30,1
14,13,31,1
14,13,33,1
14,13,34,1
14,13,35,1
14,1,36,1
14,5,36,1
14,6,36,1
14,8,36,1
14,10,36,1
14,13,36,1
14,6,37,1
14,10,37,1
14,13,37,1
14,1,39,1
14,4,39,1
14,5,39,1
14,6,39,1
14,7,39,1
14,8,39,1
14,10,39,1
14,11,39,1
14,12,39,1
14,13,39,1
14,1,40,1
14,6,40,1
14,10,40,1
14,13,40,1
14,1,41,1
14,4,41,1
14,5,41,1
14,6,41,1
14,8,41,1
14,10,41,1
14,11,41,1
14,12,41,1
14,13,41,1
14,1,42,1
14,6,42,1
14,8,42,1
14,10,42,1
14,13,42,1
14,1,43,1
14,4,43,1
14,5,43,1
14,6,43,1
14,8,43,1
14,10,43,1
14,13,43,1
14,1,44,1
14,6,44,1
14,8,44,1
14,10,44,1
14,11,44,1
14,13,44,1
14,1,45,1
14,2,45,1
14,5,45,1
14,6,45,1
14,7,45,1
14,8,45,1
14,9,45,1
14,10,45,1
14,11,45,1
14,12,45,1
14,13,45,1
14,3,47,1
14,4,47,1
14,1,48,1
14,3,48,1
14,4,48,1
14,5,48,1
14,6,48,1
14,10,48,1
14,11,48,1
14,12,48,1
14,13,48,1
14,1,51,1
14,3,51,1
14,4,51,1
14,5,51,1
14,9,51,1
14,10,51,1
14,11,51,1
14,12,51,1
14,13,51,1
14,3,52,1
14,4,52,1
14,11,52,1
14,12,52,1
14,2,53,1
14,3,53,1
14,4,53,1
14,5,53,1
14,6,53,1
14,7,53,1
14,8,53,1
14,9,53,1
14,11,53,1
14,12,53,1
14,1,54,1
14,6,54,1
14,7,54,1
14,8,54,1
14,10,54,1
14,13,54,1
14,2,55,1
14,5,55,1
14,6,55,1
14,7,55,1
14,8,55,1
14,9,55,1
14,1,56,1
14,10,56,1
14,13,56,1
